AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.790604127369 (0.00560356901777),0.76816 (0.0045249628605),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420652898068 (0.0122091524999),0.310229923359 (0.00917420852911),0.199933344443 (0.00642059462103),0.173816824423 (0.00487023465279),0.111992533831 (0.00289501376583),0.0847073463402 (0.00223329488203),0.076679345908 (0.00178234236407),0.314909243092 (0.00663506521174),0.464242395697 (0.00420631972657),0.598273511882 (0.00871907569249),0.650174269218 (0.00641172896953),0.837821567026 (0.00780012057376),0.950487593142 (0.0054136507349),0.975188107323 (0.0032618988913),0.360129860655 (0.00789287583745),0.371871153729 (0.00762980865993),0.29967630463 (0.00803055185966),0.274275708415 (0.00640188742004),0.197563114312 (0.00458933071642),0.15554518687 (0.0038039899605),0.142173559241 (0.00305934043865),0.00144600868225 (0.000238809836739),1.20984301567 (0.136136688168)
0.790596171446 (0.00560151196423),0.7681 (0.00453882020892),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420652898068 (0.0122091524999),0.310229923359 (0.00917420852911),0.199933344443 (0.00642059462103),0.173816824423 (0.00487023465279),0.112005866276 (0.00290983464777),0.0847073463402 (0.00223329488203),0.076679345908 (0.00178234236407),0.314909243092 (0.00663506521174),0.464242395697 (0.00420631972657),0.598273511882 (0.00871907569249),0.650174269218 (0.00641172896953),0.837918419326 (0.00778988258155),0.950487593142 (0.0054136507349),0.975188107323 (0.0032618988913),0.360129860655 (0.00789287583745),0.371871153729 (0.00762980865993),0.29967630463 (0.00803055185966),0.274275708415 (0.00640188742004),0.197586552727 (0.00461475354014),0.15554518687 (0.0038039899605),0.142173559241 (0.00305934043865),0.0016086101532 (0.000213863299435),0.982688379288 (0.0832374844148)
0.790603104558 (0.00559792692614),0.768153333333 (0.00452860537767),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420652898068 (0.0122091524999),0.310229923359 (0.00917420852911),0.199966672221 (0.00641159248868),0.173816824423 (0.00487023465279),0.112005866276 (0.00290983464777),0.0847073463402 (0.00223329488203),0.076679345908 (0.00178234236407),0.314909243092 (0.00663506521174),0.464242395697 (0.00420631972657),0.59837261991 (0.00861756953826),0.650174269218 (0.00641172896953),0.837918419326 (0.00778988258155),0.950487593142 (0.0054136507349),0.975188107323 (0.0032618988913),0.360129860655 (0.00789287583745),0.371871153729 (0.00762980865993),0.299726186161 (0.00801170378432),0.274275708415 (0.00640188742004),0.197586552727 (0.00461475354014),0.15554518687 (0.0038039899605),0.142173559241 (0.00305934043865),0.00154542922974 (0.000534576712953),0.895816040039 (0.079779936067)
0.642108535149 (0.007580582425),0.93314 (0.00166751978166),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='uniform')",0.155411289776 (0.00464568625457),0.136687732806 (0.00458507283342),0.113953966683 (0.00514310779122),0.107732558641 (0.00217902427058),0.0909107194908 (0.00231415396608),0.0741771743279 (0.00181248127476),0.0710652041855 (0.00177959420227),0.127669581058 (0.0133903554879),0.222390563573 (0.021136548223),0.416532057141 (0.0112136414011),0.487669299779 (0.0443878436891),0.690603313019 (0.0120474863179),0.934052927288 (0.00480957560551),0.974316733321 (0.00290636162644),0.139738214016 (0.00723889451544),0.168905801866 (0.00618429119987),0.178902079319 (0.00691233521599),0.176296326709 (0.00553337641208),0.160654086615 (0.00360984324256),0.137432344588 (0.00307988054533),0.132462223179 (0.00307618273936),2.70775947571 (0.161219171629),0.857426214218 (0.126799750995)
0.6421300839 (0.00758569464652),0.93314 (0.00166751978166),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='uniform')",0.15536330455 (0.00460567475995),0.136643215089 (0.00457786864865),0.113948604864 (0.00515631569594),0.10772473302 (0.00218715543242),0.0909250321794 (0.00229639470477),0.0741716512709 (0.00180630140908),0.0710667126336 (0.0017781230374),0.127571733699 (0.0134593775362),0.222287523903 (0.0211843648238),0.416532057141 (0.0112136414011),0.487669299779 (0.0443878436891),0.690705458065 (0.0119962755171),0.933956074988 (0.00492729462654),0.974316733321 (0.00290636162644),0.139657046924 (0.00729165562666),0.168839596544 (0.00618161731518),0.178895227586 (0.0069286466512),0.176286242669 (0.00554571736414),0.160679207995 (0.00357742154499),0.137421794364 (0.00306816814403),0.132464854633 (0.00307365199724),3.84176440239 (0.243634208667),0.961808204651 (0.144217468795)
0.63162206168 (0.00669461805522),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='uniform')",0.13719745904 (0.00659288511694),0.128658331112 (0.00670043021752),0.114761433293 (0.00474102975582),0.108802222177 (0.00305499493619),0.088894566529 (0.00169487345883),0.0762693509071 (0.00182360720282),0.0728916358374 (0.00171628347384),0.117380909097 (0.00634279719472),0.203560950423 (0.0095866896848),0.359683684625 (0.011389305746),0.424680545889 (0.0156713218206),0.681021124357 (0.015769032238),0.8805625473 (0.0136629424662),0.943719837952 (0.00577436493957),0.126450236324 (0.00584095698647),0.157579460863 (0.00698774591482),0.173957206505 (0.00617575463743),0.173199851561 (0.00476692397726),0.157241404542 (0.0025019505394),0.14037076519 (0.003078368863),0.135327443794 (0.00300939928925),6.40806441307 (0.261796527104),0.7542927742 (0.0141568861613)
0.631621187739 (0.00669809257207),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='uniform')",0.13729350099 (0.00676633078057),0.128658331112 (0.00670043021752),0.114757899063 (0.0047417368622),0.108799520915 (0.00305573594975),0.0888956017653 (0.0016920418019),0.0762687022537 (0.00182361137039),0.0728922122941 (0.00171701989216),0.117477761398 (0.00650350269536),0.203560950423 (0.0095866896848),0.359683684625 (0.011389305746),0.424680545889 (0.0156713218206),0.681021124357 (0.015769032238),0.8805625473 (0.0136629424662),0.943719837952 (0.00577436493957),0.126547309903 (0.00602723721063),0.157579460863 (0.00698774591482),0.173953032813 (0.00617510993539),0.173196353892 (0.00476652782966),0.157243082782 (0.00249847208031),0.140369664863 (0.00307833696666),0.13532843357 (0.00301065290559),7.49483771324 (0.0793794148376),0.792112207413 (0.0127234329243)
0.647804476129 (0.00741593991581),0.933026666667 (0.00165829899462),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='distance')",0.159093937375 (0.00751858013573),0.142152615795 (0.00705172626),0.123212797867 (0.00505177012405),0.116277829623 (0.00483360370879),0.0927004866342 (0.00222839356478),0.0782009688458 (0.00174780428322),0.0740833692796 (0.00194818162844),0.11907667745 (0.00455990061431),0.212682385362 (0.00772324761011),0.368741534919 (0.0125148550752),0.434904295272 (0.0129595578565),0.69355682999 (0.00929646123919),0.877561872626 (0.00398861545317),0.942100082666 (0.0027301414923),0.13618770233 (0.00554361318193),0.170384479272 (0.0073662436301),0.184686717519 (0.00700268171999),0.183477803844 (0.00699490811428),0.1635321995 (0.0035499671013),0.143598821093 (0.00293263062667),0.137359504585 (0.00337340644482),6.60496282578 (0.106712467605),0.789849042892 (0.0134151945163)
0.647803230448 (0.00741690278052),0.933026666667 (0.00165829899462),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='distance')",0.159093937375 (0.00751858013573),0.142152615795 (0.00705172626),0.123212797867 (0.00505177012405),0.116277829623 (0.00483360370879),0.0927004866342 (0.00222839356478),0.0782009688458 (0.00174780428322),0.0740833692796 (0.00194818162844),0.11907667745 (0.00455990061431),0.212682385362 (0.00772324761011),0.368741534919 (0.0125148550752),0.434904295272 (0.0129595578565),0.69355682999 (0.00929646123919),0.877561872626 (0.00398861545317),0.942100082666 (0.0027301414923),0.13618770233 (0.00554361318193),0.170384479272 (0.0073662436301),0.184686717519 (0.00700268171999),0.183477803844 (0.00699490811428),0.1635321995 (0.0035499671013),0.143598821093 (0.00293263062667),0.137359504585 (0.00337340644482),7.48431243896 (0.222450185597),0.787208986282 (0.0211966352986)
0.650794978964 (0.00677754432711),0.933066666667 (0.00151891774337),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='distance')",0.16508994004 (0.00783087821714),0.14521826058 (0.0046907469123),0.124645892351 (0.0045696747878),0.11707772297 (0.00493620544102),0.0927271515232 (0.00249818846846),0.0786187280565 (0.00174721655042),0.0740441551312 (0.00167227079783),0.123658454329 (0.00666990951526),0.217345214803 (0.00520521217231),0.372993485056 (0.00905802738599),0.437879747843 (0.0128736661833),0.693698063968 (0.00875241259926),0.882255944358 (0.00475931619944),0.94168708382 (0.00284379601046),0.141382025331 (0.00706060605996),0.174083304349 (0.00466665765308),0.18683029515 (0.0060444467469),0.184738632111 (0.00713104248289),0.16357760272 (0.00400333064304),0.144366023783 (0.0029323811958),0.137287710948 (0.0028635606496),2.6676712513 (0.141764161112),0.770713615417 (0.0486386832153)
0.650821714246 (0.00677618867354),0.933066666667 (0.00151891774337),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='distance')",0.164956695536 (0.00761478057947),0.14521826058 (0.0046907469123),0.124645892351 (0.0045696747878),0.11707772297 (0.00493620544102),0.0927404839677 (0.00250685412791),0.0786187280565 (0.00174721655042),0.0740441551312 (0.00167227079783),0.123559346301 (0.00654310801404),0.217345214803 (0.00520521217231),0.372993485056 (0.00905802738599),0.437879747843 (0.0128736661833),0.693795911326 (0.00873862515763),0.882255944358 (0.00475931619944),0.94168708382 (0.00284379601046),0.141268356676 (0.00689545833656),0.174083304349 (0.00466665765308),0.18683029515 (0.0060444467469),0.184738632111 (0.00713104248289),0.163601070012 (0.00401796126105),0.144366023783 (0.0029323811958),0.137287710948 (0.0028635606496),3.40958380699 (0.104460990006),0.746559381485 (0.0208650622219)
0.641538976924 (0.00680267735965),0.932993333333 (0.00166471886182),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='distance')",0.156695536309 (0.00490296322264),0.136754415195 (0.00596309589024),0.1208131978 (0.0046288433409),0.11505132649 (0.00339680088611),0.0913005799613 (0.00238781066168),0.0776854362028 (0.00189660548041),0.0736833849653 (0.00193258527352),0.117320057648 (0.00340016010536),0.204649569069 (0.00702940271841),0.361577768368 (0.0115690187479),0.430416615585 (0.00936399410754),0.68301872858 (0.00657335541342),0.871732278326 (0.00356092979041),0.937014226155 (0.0025524936765),0.134159672529 (0.00369276224846),0.163928042515 (0.00629305049542),0.181092151046 (0.00639495441732),0.181551351823 (0.00477045585168),0.161060826767 (0.00379150828456),0.142651573633 (0.00320759114574),0.136617897848 (0.00334611181918),11.2386640072 (0.135089446482),0.759489440918 (0.0168883464274)
0.641538673527 (0.00680327221975),0.932993333333 (0.00166471886182),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='distance')",0.156695536309 (0.00490296322264),0.136754415195 (0.00596309589024),0.1208131978 (0.0046288433409),0.11505132649 (0.00339680088611),0.0913005799613 (0.00238781066168),0.0776854362028 (0.00189660548041),0.0736833849653 (0.00193258527352),0.117320057648 (0.00340016010536),0.204649569069 (0.00702940271841),0.361577768368 (0.0115690187479),0.430416615585 (0.00936399410754),0.68301872858 (0.00657335541342),0.871732278326 (0.00356092979041),0.937014226155 (0.0025524936765),0.134159672529 (0.00369276224846),0.163928042515 (0.00629305049542),0.181092151046 (0.00639495441732),0.181551351823 (0.00477045585168),0.161060826767 (0.00379150828456),0.142651573633 (0.00320759114574),0.136617897848 (0.00334611181918),12.008452177 (0.0670967738254),0.735892534256 (0.0121845146968)
0.705652052407 (0.00502135402176),0.932486666667 (0.00169739669952),GaussianNB(),0.261692205197 (0.0128108891051),0.210863045651 (0.00636934104737),0.158773537744 (0.0040577853705),0.141527796294 (0.00429234692177),0.101459902673 (0.0022610190708),0.0800675525532 (0.0019640554708),0.073408885926 (0.00191451810249),0.195880947529 (0.008171421426),0.315563516872 (0.00491286068503),0.475165775104 (0.00437368316538),0.529384483919 (0.00746040824635),0.759097740061 (0.0077065884309),0.898486220879 (0.00762532998096),0.933544595649 (0.00605708230981),0.224022801934 (0.0097451602358),0.252766649502 (0.00571678541903),0.237989994027 (0.00478974487827),0.223324182593 (0.00580204933973),0.178984748392 (0.00353467934587),0.147026092701 (0.00333693552695),0.136109159224 (0.00332001163221),0.00792579650879 (0.00117738612079),0.0384843826294 (0.00183420342303)
0.508351260294 (0.00353683725796),0.9319 (0.00178437664186),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0813111186792 (0.0180992183494),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.577168552291 (0.407769576019),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.110107875899 (0.017888793103),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),1.62448763847 (0.0466197160604),143.111864805 (1.15760380078)
0.513949250882 (0.00611019716778),0.932553333333 (0.0016688785323),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0976877106804 (0.015134164917),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.239472476506 (0.320827047931),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.097449530389 (0.0146086618048),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),1.63796238899 (0.0580341118128),143.675704813 (1.06086714351)
0.500341077061 (0.00166622342607),0.41512 (0.424466736611),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='poly',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0558208420307 (0.0116048941127),0.0577058116856 (0.0162121554356),0.0706111956639 (0.0176580624679),0.0732594685517 (0.0185494974982),0.0740217318845 (0.0146469873669),0.0699791120395 (0.00519141307881),0.0698717697345 (0.00227542102783),0.0416851926189 (0.00830414721355),0.0861249814071 (0.0232259575126),0.210390081935 (0.04957498108),0.272881326653 (0.0654906188408),0.552160385755 (0.102602171791),0.784588301014 (0.0455568781138),0.88849126586 (0.0145076874765),0.0477224376343 (0.00967564292478),0.0691004915654 (0.0191006595374),0.105725585371 (0.0260511903704),0.11549910397 (0.0289150800933),0.130535782567 (0.025632707905),0.128491790655 (0.00934391839452),0.129550143842 (0.00402198550045),0.11647400856 (0.0260024244715),16.3746916294 (2.94676339962)
0.500147256314 (0.00138218249776),0.415133333333 (0.424455859765),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='poly',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0562205755417 (0.0116601347257),0.0577867320051 (0.0161575265419),0.0691140361794 (0.016650299808),0.0718463236377 (0.01751216808),0.0732484501033 (0.0139755819275),0.0699524465579 (0.00516045774767),0.0697698129485 (0.0021302199621),0.0419757495196 (0.00830618155388),0.0862208386495 (0.0231126223287),0.206031728424 (0.0470165162364),0.267748154741 (0.0621686721415),0.546542952341 (0.0983629325616),0.784297744113 (0.0452792185696),0.887232185957 (0.013321711087),0.0480589491318 (0.0096972878324),0.0691892625068 (0.0190248456663),0.103496879663 (0.0245972232709),0.113282921657 (0.0273272513332),0.129176354465 (0.024469295403),0.128442942653 (0.00928776672894),0.129361505665 (0.00375370383993),0.113653612137 (0.0330759214253),16.4012578011 (2.91957887544)
0.526488172519 (0.0364211387899),0.485186666667 (0.385214960826),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='linear',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0831445702865 (0.0265333939112),0.081839386871 (0.0253289251247),0.0805865689052 (0.022798880341),0.0796693774163 (0.0210877401617),0.0766215585628 (0.0161243556143),0.0715257099684 (0.00898545400017),0.0694953139093 (0.00546299112832),0.0624235149587 (0.0205250087084),0.122870618542 (0.039021928794),0.241922858696 (0.070637472554),0.298823603811 (0.0814854360567),0.574296272602 (0.124917980895),0.80315048211 (0.10286447548),0.884230377865 (0.0713333441936),0.0712986266611 (0.0231311965762),0.0982276938406 (0.0306904998237),0.12088546723 (0.0344445869814),0.125785752295 (0.0334760309239),0.135195465765 (0.0285392650388),0.131347524635 (0.0164998997878),0.128857563692 (0.0101129184409),0.101510429382 (0.0258308164257),43.3760894299 (2.92925948888)
0.50086361324 (0.00168470180501),0.24102 (0.346826516095),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='poly',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0599308282155 (0.0101172934348),0.0553472350494 (0.0108646108501),0.0648523264201 (0.00915878010326),0.0672869870789 (0.0113146123582),0.0695703010625 (0.0140071945186),0.0673076489172 (0.00741914985886),0.0672888041469 (0.00470160655786),0.168419822458 (0.253284314126),0.194976982459 (0.239983056787),0.283422138148 (0.196746745067),0.329521034655 (0.17657499564),0.540971187415 (0.118780833181),0.771976581544 (0.0872138644938),0.866306122035 (0.0567588972126),0.0657004371548 (0.0361460739122),0.0755024810897 (0.0310359168326),0.101772805263 (0.0206135544587),0.109520681755 (0.0213032778028),0.123219603839 (0.0248639517112),0.123799402155 (0.0135673121212),0.124869190032 (0.00861946195777),0.119700241089 (0.0410921374372),25.8926386833 (3.36255528884)
