AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.791065696739 (0.00543715134484),0.774146666667 (0.0045735762812),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.421052631579 (0.0123781203598),0.310429856714 (0.00933165124503),0.200133311115 (0.0060174871139),0.174083455539 (0.00506697343112),0.112085860943 (0.00286123080941),0.0847073463402 (0.00222904570447),0.0766715030783 (0.00177209773884),0.315202055721 (0.00651028827844),0.464530067858 (0.00366258503142),0.598889395776 (0.00723797296296),0.651152544576 (0.00655272957959),0.838530670845 (0.00820801848965),0.950487959187 (0.00528537083747),0.975091154589 (0.00319914163249),0.360467870309 (0.00789554462346),0.372107092205 (0.00771753582761),0.299978248616 (0.0073869357055),0.274694751392 (0.00669926810906),0.19772805138 (0.00453488525566),0.155545192776 (0.00379594987619),0.142159046573 (0.00304017300762),0.0016649723053 (0.000542849222415),1.03631844521 (0.109524920064)
0.790604127369 (0.00560356901777),0.76816 (0.0045249628605),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420652898068 (0.0122091524999),0.310229923359 (0.00917420852911),0.199933344443 (0.00642059462103),0.173816824423 (0.00487023465279),0.111992533831 (0.00289501376583),0.0847073463402 (0.00223329488203),0.076679345908 (0.00178234236407),0.314909243092 (0.00663506521174),0.464242395697 (0.00420631972657),0.598273511882 (0.00871907569249),0.650174269218 (0.00641172896953),0.837821567026 (0.00780012057376),0.950487593142 (0.0054136507349),0.975188107323 (0.0032618988913),0.360129860655 (0.00789287583745),0.371871153729 (0.00762980865993),0.29967630463 (0.00803055185966),0.274275708415 (0.00640188742004),0.197563114312 (0.00458933071642),0.15554518687 (0.0038039899605),0.142173559241 (0.00305934043865),0.00144600868225 (0.000238809836739),1.20984301567 (0.136136688168)
0.790663588047 (0.00557989995968),0.768653333333 (0.0045651627694),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420919387075 (0.0118160156042),0.310229923359 (0.00911105463519),0.199966672221 (0.00648051779625),0.173843487535 (0.0048677524836),0.111992533831 (0.00289501376583),0.0847073463402 (0.00223329488203),0.0766871887377 (0.00177230598818),0.315115322433 (0.006531220754),0.464243656367 (0.00404519454919),0.598367327164 (0.00871381799463),0.650273377245 (0.00632185052735),0.837821567026 (0.00780012057376),0.950487593142 (0.0054136507349),0.975291146993 (0.00333528336822),0.360362283665 (0.00763219589367),0.371871564458 (0.00754233971025),0.299725519466 (0.00811081096398),0.274317729636 (0.00639496711379),0.197563114312 (0.00458933071642),0.15554518687 (0.0038039899605),0.142188135438 (0.00304075403153),0.00140805244446 (0.00026812504645),0.554129076004 (0.0685841116077)
0.642108535149 (0.007580582425),0.93314 (0.00166751978166),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='uniform')",0.155411289776 (0.00464568625457),0.136687732806 (0.00458507283342),0.113953966683 (0.00514310779122),0.107732558641 (0.00217902427058),0.0909107194908 (0.00231415396608),0.0741771743279 (0.00181248127476),0.0710652041855 (0.00177959420227),0.127669581058 (0.0133903554879),0.222390563573 (0.021136548223),0.416532057141 (0.0112136414011),0.487669299779 (0.0443878436891),0.690603313019 (0.0120474863179),0.934052927288 (0.00480957560551),0.974316733321 (0.00290636162644),0.139738214016 (0.00723889451544),0.168905801866 (0.00618429119987),0.178902079319 (0.00691233521599),0.176296326709 (0.00553337641208),0.160654086615 (0.00360984324256),0.137432344588 (0.00307988054533),0.132462223179 (0.00307618273936),2.70775947571 (0.161219171629),0.857426214218 (0.126799750995)
0.6421300839 (0.00758569464652),0.93314 (0.00166751978166),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='uniform')",0.15536330455 (0.00460567475995),0.136643215089 (0.00457786864865),0.113948604864 (0.00515631569594),0.10772473302 (0.00218715543242),0.0909250321794 (0.00229639470477),0.0741716512709 (0.00180630140908),0.0710667126336 (0.0017781230374),0.127571733699 (0.0134593775362),0.222287523903 (0.0211843648238),0.416532057141 (0.0112136414011),0.487669299779 (0.0443878436891),0.690705458065 (0.0119962755171),0.933956074988 (0.00492729462654),0.974316733321 (0.00290636162644),0.139657046924 (0.00729165562666),0.168839596544 (0.00618161731518),0.178895227586 (0.0069286466512),0.176286242669 (0.00554571736414),0.160679207995 (0.00357742154499),0.137421794364 (0.00306816814403),0.132464854633 (0.00307365199724),3.84176440239 (0.243634208667),0.961808204651 (0.144217468795)
0.508351260294 (0.00353683725796),0.9319 (0.00178437664186),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0813111186792 (0.0180992183494),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.0665233973527 (0.0015283257165),0.577168552291 (0.407769576019),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.907843162743 (0.00589527723158),0.110107875899 (0.017888793103),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),0.123957329691 (0.00262182262924),1.62448763847 (0.0466197160604),143.111864805 (1.15760380078)
0.513949250882 (0.00611019716778),0.932553333333 (0.0016688785323),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0976877106804 (0.015134164917),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.0673487702563 (0.00204511944706),0.239472476506 (0.320827047931),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.899820418145 (0.012116768594),0.097449530389 (0.0146086618048),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),0.125304002327 (0.00345258981504),1.63796238899 (0.0580341118128),143.675704813 (1.06086714351)
0.705652052407 (0.00502135402176),0.932486666667 (0.00169739669952),GaussianNB(),0.261692205197 (0.0128108891051),0.210863045651 (0.00636934104737),0.158773537744 (0.0040577853705),0.141527796294 (0.00429234692177),0.101459902673 (0.0022610190708),0.0800675525532 (0.0019640554708),0.073408885926 (0.00191451810249),0.195880947529 (0.008171421426),0.315563516872 (0.00491286068503),0.475165775104 (0.00437368316538),0.529384483919 (0.00746040824635),0.759097740061 (0.0077065884309),0.898486220879 (0.00762532998096),0.933544595649 (0.00605708230981),0.224022801934 (0.0097451602358),0.252766649502 (0.00571678541903),0.237989994027 (0.00478974487827),0.223324182593 (0.00580204933973),0.178984748392 (0.00353467934587),0.147026092701 (0.00333693552695),0.136109159224 (0.00332001163221),0.00792579650879 (0.00117738612079),0.0384843826294 (0.00183420342303)
0.650821714246 (0.00677618867354),0.933066666667 (0.00151891774337),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='distance')",0.164956695536 (0.00761478057947),0.14521826058 (0.0046907469123),0.124645892351 (0.0045696747878),0.11707772297 (0.00493620544102),0.0927404839677 (0.00250685412791),0.0786187280565 (0.00174721655042),0.0740441551312 (0.00167227079783),0.123559346301 (0.00654310801404),0.217345214803 (0.00520521217231),0.372993485056 (0.00905802738599),0.437879747843 (0.0128736661833),0.693795911326 (0.00873862515763),0.882255944358 (0.00475931619944),0.94168708382 (0.00284379601046),0.141268356676 (0.00689545833656),0.174083304349 (0.00466665765308),0.18683029515 (0.0060444467469),0.184738632111 (0.00713104248289),0.163601070012 (0.00401796126105),0.144366023783 (0.0029323811958),0.137287710948 (0.0028635606496),3.40958380699 (0.104460990006),0.746559381485 (0.0208650622219)
0.650794978964 (0.00677754432711),0.933066666667 (0.00151891774337),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=100, p=2,
           weights='distance')",0.16508994004 (0.00783087821714),0.14521826058 (0.0046907469123),0.124645892351 (0.0045696747878),0.11707772297 (0.00493620544102),0.0927271515232 (0.00249818846846),0.0786187280565 (0.00174721655042),0.0740441551312 (0.00167227079783),0.123658454329 (0.00666990951526),0.217345214803 (0.00520521217231),0.372993485056 (0.00905802738599),0.437879747843 (0.0128736661833),0.693698063968 (0.00875241259926),0.882255944358 (0.00475931619944),0.94168708382 (0.00284379601046),0.141382025331 (0.00706060605996),0.174083304349 (0.00466665765308),0.18683029515 (0.0060444467469),0.184738632111 (0.00713104248289),0.16357760272 (0.00400333064304),0.144366023783 (0.0029323811958),0.137287710948 (0.0028635606496),2.6676712513 (0.141764161112),0.770713615417 (0.0486386832153)
0.631621187739 (0.00669809257207),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='uniform')",0.13729350099 (0.00676633078057),0.128658331112 (0.00670043021752),0.114757899063 (0.0047417368622),0.108799520915 (0.00305573594975),0.0888956017653 (0.0016920418019),0.0762687022537 (0.00182361137039),0.0728922122941 (0.00171701989216),0.117477761398 (0.00650350269536),0.203560950423 (0.0095866896848),0.359683684625 (0.011389305746),0.424680545889 (0.0156713218206),0.681021124357 (0.015769032238),0.8805625473 (0.0136629424662),0.943719837952 (0.00577436493957),0.126547309903 (0.00602723721063),0.157579460863 (0.00698774591482),0.173953032813 (0.00617510993539),0.173196353892 (0.00476652782966),0.157243082782 (0.00249847208031),0.140369664863 (0.00307833696666),0.13532843357 (0.00301065290559),7.49483771324 (0.0793794148376),0.792112207413 (0.0127234329243)
0.63162206168 (0.00669461805522),0.93316 (0.00160518603975),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='uniform')",0.13719745904 (0.00659288511694),0.128658331112 (0.00670043021752),0.114761433293 (0.00474102975582),0.108802222177 (0.00305499493619),0.088894566529 (0.00169487345883),0.0762693509071 (0.00182360720282),0.0728916358374 (0.00171628347384),0.117380909097 (0.00634279719472),0.203560950423 (0.0095866896848),0.359683684625 (0.011389305746),0.424680545889 (0.0156713218206),0.681021124357 (0.015769032238),0.8805625473 (0.0136629424662),0.943719837952 (0.00577436493957),0.126450236324 (0.00584095698647),0.157579460863 (0.00698774591482),0.173957206505 (0.00617575463743),0.173199851561 (0.00476692397726),0.157241404542 (0.0025019505394),0.14037076519 (0.003078368863),0.135327443794 (0.00300939928925),6.40806441307 (0.261796527104),0.7542927742 (0.0141568861613)
0.647803230448 (0.00741690278052),0.933026666667 (0.00165829899462),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='distance')",0.159093937375 (0.00751858013573),0.142152615795 (0.00705172626),0.123212797867 (0.00505177012405),0.116277829623 (0.00483360370879),0.0927004866342 (0.00222839356478),0.0782009688458 (0.00174780428322),0.0740833692796 (0.00194818162844),0.11907667745 (0.00455990061431),0.212682385362 (0.00772324761011),0.368741534919 (0.0125148550752),0.434904295272 (0.0129595578565),0.69355682999 (0.00929646123919),0.877561872626 (0.00398861545317),0.942100082666 (0.0027301414923),0.13618770233 (0.00554361318193),0.170384479272 (0.0073662436301),0.184686717519 (0.00700268171999),0.183477803844 (0.00699490811428),0.1635321995 (0.0035499671013),0.143598821093 (0.00293263062667),0.137359504585 (0.00337340644482),7.48431243896 (0.222450185597),0.787208986282 (0.0211966352986)
0.647804476129 (0.00741593991581),0.933026666667 (0.00165829899462),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=500, p=2,
           weights='distance')",0.159093937375 (0.00751858013573),0.142152615795 (0.00705172626),0.123212797867 (0.00505177012405),0.116277829623 (0.00483360370879),0.0927004866342 (0.00222839356478),0.0782009688458 (0.00174780428322),0.0740833692796 (0.00194818162844),0.11907667745 (0.00455990061431),0.212682385362 (0.00772324761011),0.368741534919 (0.0125148550752),0.434904295272 (0.0129595578565),0.69355682999 (0.00929646123919),0.877561872626 (0.00398861545317),0.942100082666 (0.0027301414923),0.13618770233 (0.00554361318193),0.170384479272 (0.0073662436301),0.184686717519 (0.00700268171999),0.183477803844 (0.00699490811428),0.1635321995 (0.0035499671013),0.143598821093 (0.00293263062667),0.137359504585 (0.00337340644482),6.60496282578 (0.106712467605),0.789849042892 (0.0134151945163)
0.641538673527 (0.00680327221975),0.932993333333 (0.00166471886182),"KNeighborsClassifier(algorithm='auto', leaf_size=120, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='distance')",0.156695536309 (0.00490296322264),0.136754415195 (0.00596309589024),0.1208131978 (0.0046288433409),0.11505132649 (0.00339680088611),0.0913005799613 (0.00238781066168),0.0776854362028 (0.00189660548041),0.0736833849653 (0.00193258527352),0.117320057648 (0.00340016010536),0.204649569069 (0.00702940271841),0.361577768368 (0.0115690187479),0.430416615585 (0.00936399410754),0.68301872858 (0.00657335541342),0.871732278326 (0.00356092979041),0.937014226155 (0.0025524936765),0.134159672529 (0.00369276224846),0.163928042515 (0.00629305049542),0.181092151046 (0.00639495441732),0.181551351823 (0.00477045585168),0.161060826767 (0.00379150828456),0.142651573633 (0.00320759114574),0.136617897848 (0.00334611181918),12.008452177 (0.0670967738254),0.735892534256 (0.0121845146968)
0.641538976924 (0.00680267735965),0.932993333333 (0.00166471886182),"KNeighborsClassifier(algorithm='auto', leaf_size=60, metric='minkowski',
           metric_params=None, n_jobs=2, n_neighbors=1000, p=2,
           weights='distance')",0.156695536309 (0.00490296322264),0.136754415195 (0.00596309589024),0.1208131978 (0.0046288433409),0.11505132649 (0.00339680088611),0.0913005799613 (0.00238781066168),0.0776854362028 (0.00189660548041),0.0736833849653 (0.00193258527352),0.117320057648 (0.00340016010536),0.204649569069 (0.00702940271841),0.361577768368 (0.0115690187479),0.430416615585 (0.00936399410754),0.68301872858 (0.00657335541342),0.871732278326 (0.00356092979041),0.937014226155 (0.0025524936765),0.134159672529 (0.00369276224846),0.163928042515 (0.00629305049542),0.181092151046 (0.00639495441732),0.181551351823 (0.00477045585168),0.161060826767 (0.00379150828456),0.142651573633 (0.00320759114574),0.136617897848 (0.00334611181918),11.2386640072 (0.135089446482),0.759489440918 (0.0168883464274)
0.529447733824 (0.00366166550566),0.93152 (0.00154741361274),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.121119253831 (0.00535304714899),0.0764663093536 (0.0139340717924),0.0689879390833 (0.0012580086966),0.0689879390833 (0.0012580086966),0.0689879390833 (0.0012580086966),0.0689879390833 (0.0012580086966),0.0679424336301 (0.00142808431721),0.0906952295815 (0.00419591984019),0.686407202279 (0.262643900818),0.81881317858 (0.00641565592302),0.81881317858 (0.00641565592302),0.81881317858 (0.00641565592302),0.81881317858 (0.00641565592302),0.864121034737 (0.00401684822614),0.10370746014 (0.00453804357773),0.127831248715 (0.00127203974126),0.127248585857 (0.00208087542457),0.127248585857 (0.00208087542457),0.127248585857 (0.00208087542457),0.127248585857 (0.00208087542457),0.125974675704 (0.00243135921729),2.84305181503 (0.514195008997),257.062856913 (41.6789005253)
0.526488172519 (0.0364211387899),0.485186666667 (0.385214960826),"SVC(C=0.1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='linear',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.0831445702865 (0.0265333939112),0.081839386871 (0.0253289251247),0.0805865689052 (0.022798880341),0.0796693774163 (0.0210877401617),0.0766215585628 (0.0161243556143),0.0715257099684 (0.00898545400017),0.0694953139093 (0.00546299112832),0.0624235149587 (0.0205250087084),0.122870618542 (0.039021928794),0.241922858696 (0.070637472554),0.298823603811 (0.0814854360567),0.574296272602 (0.124917980895),0.80315048211 (0.10286447548),0.884230377865 (0.0713333441936),0.0712986266611 (0.0231311965762),0.0982276938406 (0.0306904998237),0.12088546723 (0.0344445869814),0.125785752295 (0.0334760309239),0.135195465765 (0.0285392650388),0.131347524635 (0.0164998997878),0.128857563692 (0.0101129184409),0.101510429382 (0.0258308164257),43.3760894299 (2.92925948888)
0.525354399988 (0.00475911318725),0.930273333333 (0.00298711306188),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='rbf',
  max_iter=2000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.114057295137 (0.0122149677669),0.0988337220926 (0.00858808861575),0.068350507815 (0.00228651513165),0.068350507815 (0.00228651513165),0.068350507815 (0.00228651513165),0.068350507815 (0.00228651513165),0.0678483196737 (0.00199544152745),0.0853515879983 (0.0088126788531),0.147913672179 (0.0126075136097),0.79312886408 (0.00666893292371),0.79312886408 (0.00666893292371),0.79312886408 (0.00666893292371),0.79312886408 (0.00666893292371),0.862756101982 (0.0064192939723),0.0976245140114 (0.0101770545122),0.11847583472 (0.0101151650688),0.125845109299 (0.0038953766404),0.125845109299 (0.0038953766404),0.125845109299 (0.0038953766404),0.125845109299 (0.0038953766404),0.1257983929 (0.00348477466346),2.79318175316 (0.484113090155),257.069150305 (41.7469788516)
0.500537593535 (0.00389652548803),0.590153333333 (0.418799075983),"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
  decision_function_shape=None, degree=3, gamma='auto', kernel='linear',
  max_iter=1000, probability=True, random_state=None, shrinking=True,
  tol=0.001, verbose=False)",0.106728847435 (0.0176738675997),0.107564145285 (0.0220273776182),0.0970838193634 (0.0190244699682),0.0929742700973 (0.0181229936345),0.0788880741284 (0.0123687150673),0.0701302164348 (0.00583825885239),0.0678953766519 (0.0031815799491),0.0800586513312 (0.0138416432247),0.16121545036 (0.0331840488393),0.290951227881 (0.0572246916491),0.348384168359 (0.0686246247146),0.591030053441 (0.0947355499007),0.787589741186 (0.068962157237),0.863978437872 (0.0451654772203),0.0914775266297 (0.0155031571779),0.129018925919 (0.0264465390391),0.145573735111 (0.0285240083847),0.146764606069 (0.0286450122428),0.139188794048 (0.021858224878),0.1287867548 (0.0107365534426),0.125892311169 (0.00590158942279),0.100789785385 (0.0259885181431),24.8701450348 (1.94525787287)
