AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.790746236266 (0.0055558673488),0.76912 (0.00470293525365),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.420786142572 (0.0116358390111),0.310229923359 (0.00911105463519),0.2 (0.00638155168533),0.173950139981 (0.004803357887),0.112005866276 (0.00288344744561),0.0846984578463 (0.0022241491145),0.0766871887377 (0.00177230598818),0.315016214405 (0.0063813868981),0.464243656367 (0.00404519454919),0.59847565958 (0.00864192175107),0.650678453932 (0.00622775836508),0.837923712072 (0.00781312059782),0.950390740842 (0.00545814516011),0.975291146993 (0.00333528336822),0.360248615009 (0.00744761665286),0.371871564458 (0.00754233971025),0.299776551308 (0.00797232632471),0.274486559976 (0.00629360141083),0.197586700608 (0.00456938540557),0.155528904203 (0.00378756237708),0.142188135438 (0.00304075403153),0.00133781433105 (0.000252051286655),0.528416967392 (0.0769781487073)
0.6864070322 (0.0065980327746),0.933293333333 (0.00162102848011),"LogisticRegression(C=1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l1', random_state=None, solver='liblinear', tol=0.001,
          verbose=0, warm_start=False)",0.22838107928 (0.0260403534869),0.173142285905 (0.0121643925608),0.135910681553 (0.00505506712232),0.125796560459 (0.00386256378668),0.0994600359976 (0.00242232575502),0.0813208301853 (0.00226061502733),0.0748362809302 (0.0017672664265),0.171047927296 (0.0202321279051),0.259242247307 (0.0190752205007),0.406806695315 (0.0138479238918),0.470592002238 (0.00994051665219),0.744128375459 (0.0103143182062),0.912462917864 (0.00671713366931),0.95175726213 (0.00653605280162),0.195573255466 (0.022679496381),0.207591734206 (0.0146833881068),0.203728380585 (0.00713197978432),0.198505560453 (0.00542351917214),0.175456678204 (0.00387307301923),0.149326301619 (0.00386819380065),0.13875636455 (0.00304528323629),0.00147080421448 (0.000285294465178),0.243380022049 (0.0525349217184)
0.783617707921 (0.0322177990991),0.816113333333 (0.055537021086),"LogisticRegression(C=1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l1', random_state=None,
          solver='liblinear', tol=1, verbose=0, warm_start=False)",0.407195203198 (0.0298877847043),0.300699766744 (0.0238346873228),0.20153307782 (0.016644080878),0.1737634982 (0.013773916734),0.110405972935 (0.00604084806708),0.0838896049064 (0.00257008152017),0.0762244617858 (0.00205900793966),0.30491443628 (0.0224739109218),0.450041992597 (0.0337930581542),0.603198542728 (0.0480216826376),0.650033982585 (0.0489001563436),0.825981808804 (0.0407021546435),0.941390864272 (0.0194858646191),0.969412192315 (0.0140726069357),0.348658638815 (0.0252782695963),0.360465157961 (0.0276158894393),0.302090297593 (0.0244998737208),0.274195973938 (0.0213181121474),0.194764901611 (0.0104206812326),0.154044594956 (0.00449781858725),0.141330206513 (0.00360922202568),0.0015148639679 (0.000201319405838),0.121735620499 (0.0180897908821)
0.612945437279 (0.0303362000108),0.933326666667 (0.00158932550334),"LogisticRegression(C=1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l1', random_state=None, solver='liblinear', tol=1,
          verbose=0, warm_start=False)",0.144703530979 (0.0171642505859),0.131756081306 (0.011228354081),0.115514080987 (0.00645165885549),0.109772030396 (0.00551262653082),0.0869675354976 (0.00420439435425),0.0739433802942 (0.00170427453435),0.0702011685816 (0.000790298875411),0.108585952174 (0.0148150184647),0.197549730057 (0.0200711520038),0.346125426872 (0.0243793905161),0.411178976739 (0.0277473851986),0.651513688791 (0.0442264603417),0.830478825671 (0.0347790159308),0.89323896875 (0.0215738678635),0.124051984227 (0.015944002818),0.158058305888 (0.0144398349249),0.173200197295 (0.0102056575061),0.173266259902 (0.00925725227152),0.153442230096 (0.00773677262725),0.135789958299 (0.00328900704592),0.130166808074 (0.00142984091074),0.00143241882324 (0.000325367346232),0.0772741794586 (0.00167761669793)
0.791665787769 (0.00553920878645),0.7751 (0.0044105429245),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.422385076616 (0.0114388679714),0.31136287904 (0.00960142803783),0.20076653891 (0.00583131373457),0.174323423544 (0.00504884164929),0.112059196054 (0.00288825186013),0.0846984578463 (0.00222929379561),0.0766950315674 (0.00178058144577),0.316205913695 (0.00579486543654),0.465916041676 (0.00381091391936),0.600792862618 (0.00641699884138),0.652052001166 (0.00649327130753),0.83833323608 (0.00889774996254),0.950389846218 (0.0055810641416),0.975388994351 (0.00347453886074),0.361612679042 (0.00696425750931),0.373222243573 (0.00801080065322),0.300928444471 (0.00707556307777),0.275073589232 (0.0066698585497),0.197681063517 (0.00458971239199),0.155528892828 (0.00379735385522),0.14220265713 (0.00305635748422),0.00151700973511 (0.00019892817587),1.18695116043 (0.193154989455)
0.698659531659 (0.00381790020022),0.933713333333 (0.00183407257823),"LogisticRegression(C=0.01, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=1e-05,
          verbose=0, warm_start=False)",0.342704863424 (0.00908215493029),0.23892035988 (0.00858912288909),0.160273287785 (0.00433312393618),0.142381015865 (0.00350597105956),0.0986334244384 (0.00234537366951),0.0779165370428 (0.00186941740924),0.0716442492451 (0.00155576914042),0.256584963997 (0.00587927753464),0.35750223452 (0.00667993122287),0.479638740583 (0.00475953249218),0.532622026983 (0.00406725659077),0.737899695208 (0.00462598911434),0.874338904884 (0.00476296456837),0.911189136042 (0.00438790648569),0.293415951773 (0.00633594030366),0.286383675895 (0.00801456616153),0.240236061775 (0.00518853700541),0.224674572439 (0.00447718421347),0.173997206059 (0.0036675122962),0.143076137759 (0.0031623335525),0.132838223575 (0.00265838868797),0.00145201683044 (0.000205851181088),1.06666998863 (0.125047768337)
0.793443735561 (0.00605258827306),0.7922 (0.0155898114877),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42398401066 (0.0119816373865),0.312562479174 (0.0101881036915),0.202932844526 (0.0071257565531),0.175763231569 (0.00615080479095),0.112299180055 (0.00307762956143),0.0847606773032 (0.00224183955857),0.0767107172268 (0.00178248040174),0.317382188697 (0.00522955716089),0.467695624354 (0.00504011696537),0.607197696601 (0.0096659147608),0.657364189638 (0.0107013448394),0.840092617644 (0.0089438076901),0.951086007773 (0.00581716960801),0.975588205464 (0.00355482276973),0.362967988542 (0.00690388219459),0.374655323056 (0.00877471073008),0.304165937101 (0.00903352305314),0.277339123867 (0.00845361558638),0.19810341257 (0.00491540679522),0.155643120744 (0.00382098347625),0.142231739016 (0.00306011783693),0.00153923034668 (0.000190599453066),1.05491609573 (0.154893576554)
0.652442842801 (0.00407916591409),0.933153333333 (0.00160188777523),"LogisticRegression(C=0.01, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=0.001,
          verbose=0, warm_start=False)",0.135776149234 (0.00420090147114),0.126557814062 (0.00381332075999),0.113814364273 (0.00228969358938),0.109745367284 (0.00314963472195),0.095446970202 (0.00165257787426),0.0808764054931 (0.00194947994329),0.0745382534018 (0.0017302995837),0.101709548241 (0.00433742117388),0.189384106508 (0.00178513533713),0.340652042044 (0.00238033067494),0.410525333291 (0.00583663307762),0.714183090419 (0.00754838473048),0.907559863588 (0.00599590868369),0.94796179094 (0.00397902641326),0.116282696287 (0.00419002463663),0.151703381791 (0.00319910237487),0.170603965452 (0.00245625948282),0.173174824174 (0.00422250181893),0.168379398229 (0.00248340085058),0.14851132425 (0.00329963153496),0.138203732478 (0.00297135397706),0.00128297805786 (0.000105144312579),0.383858203888 (0.027708094871)
0.573055774579 (0.00637870808034),0.933126666667 (0.00157104353147),"LogisticRegression(C=0.01, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1, verbose=0, warm_start=False)",0.0766155896069 (0.00455766325822),0.0869043652116 (0.00442772015778),0.0921179803366 (0.00339616442669),0.0903879482736 (0.00343219602827),0.0808346110259 (0.00273903058588),0.0729656459713 (0.00208252687649),0.070624681385 (0.00168994327113),0.0573185482059 (0.00239488123264),0.130018907685 (0.00487882729808),0.275665632578 (0.00721050215321),0.338082926247 (0.00874214726292),0.60466192262 (0.0115462309542),0.81877428464 (0.012812219658),0.898199689421 (0.00765345029907),0.0655675653982 (0.00319042279478),0.10416250787 (0.00463465253939),0.138075779507 (0.00454168386152),0.142626670541 (0.00490694978722),0.142596390791 (0.00449864422518),0.133984774691 (0.00360467794677),0.130947542896 (0.00291922492313),0.00149064064026 (0.000152090902399),0.0760854244232 (0.00425464367972)
0.572218330771 (0.00637386010131),0.93316 (0.00160518603975),"LogisticRegression(C=0.01, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=1,
          verbose=0, warm_start=False)",0.0739506995336 (0.00739476984704),0.0862379206931 (0.00487188720626),0.0922512914514 (0.00338830595624),0.0904412744967 (0.00349541088177),0.0813412439171 (0.00183987734151),0.0732767432559 (0.00178000827714),0.0707501666601 (0.00160795223752),0.0552694982501 (0.00439545271997),0.129003884407 (0.00536484770617),0.276065101708 (0.00718437433758),0.33827721066 (0.00888614977815),0.608592643137 (0.00810245806103),0.822311669261 (0.00945226015723),0.899821155793 (0.00774248918914),0.0632508578038 (0.00557217377673),0.103357954049 (0.00513212421677),0.138275681671 (0.00452947119534),0.142710370297 (0.00500401209094),0.143494006134 (0.00290854077606),0.134556663632 (0.00303473862568),0.131180481241 (0.00276767314826),0.00142059326172 (0.000206947744167),0.0872385501862 (0.0083625428199)
0.790716407857 (0.00559406552173),0.768953333333 (0.00456584420818),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420786142572 (0.0120112363382),0.310229923359 (0.00894873945371),0.200033327779 (0.00643372892608),0.173870150647 (0.00490441828226),0.111979201387 (0.0028782027341),0.0847073463402 (0.00222478841132),0.076679345908 (0.00178234236407),0.315012282763 (0.00658012148491),0.464248848679 (0.00381905788431),0.598568580238 (0.00851702106669),0.650371224604 (0.00651017778747),0.837723719668 (0.00766333484416),0.95048984887 (0.00538122407922),0.975188107323 (0.0032618988913),0.36024607216 (0.00776015019937),0.371873216927 (0.00734065241649),0.299825658568 (0.00803456639916),0.274359636393 (0.00645675795989),0.197539647019 (0.00455870785947),0.155545218082 (0.00378850855133),0.142173559241 (0.00305934043865),0.00145244598389 (0.000168307103662),1.21771264076 (0.140872222536)
0.698437408207 (0.00410371743204),0.933893333333 (0.00180510387513),"LogisticRegression(C=0.1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=1e-05,
          verbose=0, warm_start=False)",0.350033311126 (0.0109843911235),0.24611796068 (0.0094639814781),0.164705882353 (0.00555045113056),0.144460738568 (0.00476859892626),0.0987400839944 (0.00238550183469),0.0773832274121 (0.00181408040535),0.0710011372103 (0.00165734412823),0.262015077152 (0.00512554950309),0.368261999481 (0.00808945287485),0.492867210472 (0.00928878086096),0.54030749662 (0.00752409066938),0.738693114054 (0.00504385742637),0.86836065909 (0.00362510880316),0.902974431428 (0.00398175234194),0.299653252633 (0.00673574803562),0.295007935521 (0.0090884716278),0.246875737203 (0.0071430767509),0.227947986006 (0.00647938149451),0.174185239147 (0.00374116545029),0.142096912473 (0.0030588312956),0.131645432252 (0.00284878255244),0.00151243209839 (0.000210953351601),1.06501259804 (0.0227352429902)
0.792621965397 (0.00441625902254),0.78294 (0.0121245462687),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.42145236509 (0.0121654493916),0.312029323559 (0.00939095765615),0.202499583403 (0.00695137894323),0.175416611119 (0.00543195054665),0.112139190721 (0.00295047930679),0.0846984578463 (0.00221418072947),0.0767185600565 (0.00181008023757),0.315507243089 (0.00655358155716),0.466925408197 (0.00409403980593),0.605883331368 (0.00724712743304),0.65609155087 (0.00569506985863),0.838907912444 (0.00770268724949),0.950390225163 (0.0048604767784),0.975677875337 (0.00299072323939),0.360813961975 (0.00781502245153),0.374025094949 (0.00783557551318),0.303514258166 (0.00865486204612),0.276794254724 (0.00721119070911),0.197821517986 (0.00468275526775),0.155528898745 (0.00376776292165),0.142246173015 (0.00311032380739),0.00141983032227 (0.000234553789203),0.990277051926 (0.14945940217)
0.65244220805 (0.00407845523747),0.933153333333 (0.00160188777523),"LogisticRegression(C=0.1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=0.001,
          verbose=0, warm_start=False)",0.135776149234 (0.00420090147114),0.126557814062 (0.00381332075999),0.113814364273 (0.00228969358938),0.109745367284 (0.00314963472195),0.095446970202 (0.00165257787426),0.0808764054931 (0.00194947994329),0.0745382534018 (0.0017302995837),0.101709548241 (0.00433742117388),0.189384106508 (0.00178513533713),0.340652042044 (0.00238033067494),0.410525333291 (0.00583663307762),0.714183090419 (0.00754838473048),0.907559863588 (0.00599590868369),0.94796179094 (0.00397902641326),0.116282696287 (0.00419002463663),0.151703381791 (0.00319910237487),0.170603965452 (0.00245625948282),0.173174824174 (0.00422250181893),0.168379398229 (0.00248340085058),0.14851132425 (0.00329963153496),0.138203732478 (0.00297135397706),0.00148978233337 (0.000169626104717),0.383926010132 (0.0268966037804)
0.573055774579 (0.00637870808034),0.933126666667 (0.00157104353147),"LogisticRegression(C=0.1, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1, verbose=0, warm_start=False)",0.0766155896069 (0.00455766325822),0.0869043652116 (0.00442772015778),0.0921179803366 (0.00339616442669),0.0903879482736 (0.00343219602827),0.0808346110259 (0.00273903058588),0.0729656459713 (0.00208252687649),0.070624681385 (0.00168994327113),0.0573185482059 (0.00239488123264),0.130018907685 (0.00487882729808),0.275665632578 (0.00721050215321),0.338082926247 (0.00874214726292),0.60466192262 (0.0115462309542),0.81877428464 (0.012812219658),0.898199689421 (0.00765345029907),0.0655675653982 (0.00319042279478),0.10416250787 (0.00463465253939),0.138075779507 (0.00454168386152),0.142626670541 (0.00490694978722),0.142596390791 (0.00449864422518),0.133984774691 (0.00360467794677),0.130947542896 (0.00291922492313),0.00139579772949 (0.000200981437592),0.0749775886536 (0.00349976324334)
0.572218330771 (0.00637386010131),0.93316 (0.00160518603975),"LogisticRegression(C=0.1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=1,
          verbose=0, warm_start=False)",0.0739506995336 (0.00739476984704),0.0862379206931 (0.00487188720626),0.0922512914514 (0.00338830595624),0.0904412744967 (0.00349541088177),0.0813412439171 (0.00183987734151),0.0732767432559 (0.00178000827714),0.0707501666601 (0.00160795223752),0.0552694982501 (0.00439545271997),0.129003884407 (0.00536484770617),0.276065101708 (0.00718437433758),0.33827721066 (0.00888614977815),0.608592643137 (0.00810245806103),0.822311669261 (0.00945226015723),0.899821155793 (0.00774248918914),0.0632508578038 (0.00557217377673),0.103357954049 (0.00513212421677),0.138275681671 (0.00452947119534),0.142710370297 (0.00500401209094),0.143494006134 (0.00290854077606),0.134556663632 (0.00303473862568),0.131180481241 (0.00276767314826),0.00146322250366 (0.000270672126062),0.087197971344 (0.00790988801449)
0.790604127369 (0.00560356901777),0.76816 (0.0045249628605),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1e-05, verbose=0, warm_start=False)",0.420652898068 (0.0122091524999),0.310229923359 (0.00917420852911),0.199933344443 (0.00642059462103),0.173816824423 (0.00487023465279),0.111992533831 (0.00289501376583),0.0847073463402 (0.00223329488203),0.076679345908 (0.00178234236407),0.314909243092 (0.00663506521174),0.464242395697 (0.00420631972657),0.598273511882 (0.00871907569249),0.650174269218 (0.00641172896953),0.837821567026 (0.00780012057376),0.950487593142 (0.0054136507349),0.975188107323 (0.0032618988913),0.360129860655 (0.00789287583745),0.371871153729 (0.00762980865993),0.29967630463 (0.00803055185966),0.274275708415 (0.00640188742004),0.197563114312 (0.00458933071642),0.15554518687 (0.0038039899605),0.142173559241 (0.00305934043865),0.00144600868225 (0.000238809836739),1.20984301567 (0.136136688168)
0.698416767206 (0.00423140901126),0.933866666667 (0.00180148087232),"LogisticRegression(C=0.5, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=1e-05,
          verbose=0, warm_start=False)",0.349500333111 (0.0112558092375),0.247450849717 (0.00898984004208),0.165005832361 (0.00524147534299),0.144700706572 (0.00457534644156),0.0987134191054 (0.00238102677728),0.0773476734367 (0.00189193423671),0.0709383945728 (0.00175072618746),0.261615293211 (0.00541252197243),0.370256195997 (0.00667872492974),0.493772491642 (0.00797990008173),0.541217376778 (0.00663900365642),0.738493750662 (0.00492188725172),0.867939917933 (0.00351288822901),0.902148234639 (0.00421130943964),0.299196488625 (0.00704378798405),0.29660545392 (0.00833594777166),0.247326258422 (0.00662787014295),0.228327728509 (0.00615954798645),0.174138202251 (0.00373227915448),0.142031336792 (0.00320160873495),0.13152880161 (0.00302247949903),0.0014331817627 (0.000156022211155),1.07220702171 (0.052663677934)
0.791064607447 (0.00600034548248),0.774613333333 (0.0091866231252),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=0.001, verbose=0, warm_start=False)",0.421185876083 (0.0139073053091),0.310363212263 (0.0096567787733),0.200166638894 (0.00610580914616),0.174216771097 (0.00485634744274),0.112099193387 (0.00296466322942),0.0847340118217 (0.00226064997565),0.0766950315674 (0.00176235206714),0.31527006172 (0.0067637613885),0.464421760876 (0.00447828780405),0.59898476074 (0.00747902421141),0.651677634662 (0.00687704067941),0.838605243159 (0.0076966006672),0.950777368752 (0.00516484416144),0.975394186663 (0.00341952969059),0.360561258072 (0.0088068277936),0.372024539707 (0.00816798298813),0.300027633894 (0.00752087641175),0.274907472518 (0.00639775290246),0.197750878784 (0.00470865306977),0.155594026064 (0.00385290501865),0.142202711635 (0.00302233452237),0.00141725540161 (0.000201000216573),1.02001414299 (0.117208888096)
0.652442057679 (0.00407847574311),0.933153333333 (0.00160188777523),"LogisticRegression(C=0.5, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=7,
          penalty='l2', random_state=None, solver='liblinear', tol=0.001,
          verbose=0, warm_start=False)",0.135776149234 (0.00420090147114),0.126557814062 (0.00381332075999),0.113814364273 (0.00228969358938),0.109745367284 (0.00314963472195),0.0954336377575 (0.00166820796689),0.0808764054931 (0.00194947994329),0.0745382534018 (0.0017302995837),0.101709548241 (0.00433742117388),0.189384106508 (0.00178513533713),0.340652042044 (0.00238033067494),0.410525333291 (0.00583663307762),0.714080945373 (0.00751909712346),0.907559863588 (0.00599590868369),0.94796179094 (0.00397902641326),0.116282696287 (0.00419002463663),0.151703381791 (0.00319910237487),0.170603965452 (0.00245625948282),0.173174824174 (0.00422250181893),0.168355811933 (0.00251143806366),0.14851132425 (0.00329963153496),0.138203732478 (0.00297135397706),0.00141038894653 (0.000170616479827),0.383239936829 (0.0259287341594)
0.573055774579 (0.00637870808034),0.933126666667 (0.00157104353147),"LogisticRegression(C=0.5, class_weight='balanced', dual=False,
          fit_intercept=True, intercept_scaling=1, max_iter=100,
          multi_class='ovr', n_jobs=7, penalty='l2', random_state=None,
          solver='liblinear', tol=1, verbose=0, warm_start=False)",0.0766155896069 (0.00455766325822),0.0869043652116 (0.00442772015778),0.0921179803366 (0.00339616442669),0.0903879482736 (0.00343219602827),0.0808346110259 (0.00273903058588),0.0729656459713 (0.00208252687649),0.070624681385 (0.00168994327113),0.0573185482059 (0.00239488123264),0.130018907685 (0.00487882729808),0.275665632578 (0.00721050215321),0.338082926247 (0.00874214726292),0.60466192262 (0.0115462309542),0.81877428464 (0.012812219658),0.898199689421 (0.00765345029907),0.0655675653982 (0.00319042279478),0.10416250787 (0.00463465253939),0.138075779507 (0.00454168386152),0.142626670541 (0.00490694978722),0.142596390791 (0.00449864422518),0.133984774691 (0.00360467794677),0.130947542896 (0.00291922492313),0.00138368606567 (0.000269640918969),0.0753617763519 (0.0021038462673)
